商品名称,商品详情页URL,商品主图链接,月销,单价,佣金比例,佣金,联盟推广链接,优惠券领取链接
新疆俄罗斯全麦大列巴果仁列巴营养早餐糕点原味列巴核桃仁桃葡萄代餐切片面包网红零食 果仁列巴500g	,http://item.jd.com/10025318017845.html	,img14.360buyimg.com/n0/jfs/t1/138058/29/19246/166357/5fe0433eEf6419549/04498b7e26cde1f7.jpg	,0	,19.90	,20.0	,3.98	,https://u.jd.com/ts34qh5	,https://u.jd.com/t2yLwxi	,
拓家香蕉膏手足干裂滋润香蕉精霜防冻防裂修复手脚干裂香蕉霜20g装 香蕉膏 1瓶 20g	,http://item.jd.com/71559022489.html	,img14.360buyimg.com/n0/jfs/t1/139213/28/16609/888035/5fc73d93E314153b1/f8d570438176837d.png	,0	,9.90	,20.0	,1.98	,https://u.jd.com/ti3et6j	,https://u.jd.com/tC3eHm3	,
馨卫士 医用外科一次性口罩挂耳式防细菌飞沫透气清薄三层防护 100片（50只袋装*2）	,http://item.jd.com/10023947844822.html	,img14.360buyimg.com/n0/jfs/t1/120367/27/17605/401333/5fa366e0Ecc7c49f5/5d91f6aa7fdfb53a.jpg	,0	,14.90	,15.0	,2.24	,https://u.jd.com/tByKACc	,https://u.jd.com/t2yI34O	,
官佳 粘毛器 毛球修剪器家用衣物去球器干洗刷毛呢大衣剃毛器刷毛器衣服宠物去毛刷器除毛刷剃毛球器滚毛毡 刮球器【1支装】【买1 送1】	,http://item.jd.com/10022817912546.html	,img14.360buyimg.com/n0/jfs/t1/140744/28/10672/250693/5f858389E35b481f5/e409965274c9a690.jpg	,0	,19.00	,20.0	,3.80	,https://u.jd.com/tk3eNmz	,https://u.jd.com/tz3FR3m	,
霉饼包赔收到冷冻 新柿饼独立小袋500g农家自制柿子饼陕西富平吊柿饼 独立小袋500g	,http://item.jd.com/10024767704703.html	,img14.360buyimg.com/n0/jfs/t1/143407/15/15414/161199/5fbb253bE4328bc63/cc62ab601731f564.jpg	,0	,29.90	,20.0	,5.98	,https://u.jd.com/tq35474	,https://u.jd.com/t83oZDx	,
享食者蛋黄酥10枚糕点年货礼盒500g 雪媚娘饼干蛋糕早餐代餐网红休闲零食小吃 【蛋黄酥10枚装500g/箱】	,http://item.jd.com/10025363364407.html	,img14.360buyimg.com/n0/jfs/t1/143857/13/18217/113369/5fd46415E605a0d1b/422db303d1c9ae7c.jpg	,0	,13.90	,20.0	,2.78	,https://u.jd.com/trydc25	,https://u.jd.com/tfywis7	,
【官方补贴！券后39元3条】味库 开背三去白蕉海鲈鱼300-400克*3条 去鳃去内脏 净鱼	,http://item.jd.com/65452503721.html	,img14.360buyimg.com/n0/jfs/t1/151614/6/10328/262487/5fdc25f4Eb0ab65c8/fa0a51ae4b3cf5b3.jpg	,0	,39.00	,15.0	,5.85	,https://u.jd.com/tl353RI	,https://u.jd.com/tX3FTg5	,
夹心面包片切片吐司乳酸菌果酱蛋糕点心营养早餐下午茶加班熬夜休闲零食 原味 1000g	,http://item.jd.com/10020443508551.html	,img14.360buyimg.com/n0/jfs/t1/131390/30/13775/117575/5f983ac2E9e2a5837/eddd50621e4ce0f4.jpg	,0	,18.90	,20.0	,3.78	,https://u.jd.com/t03FbaT	,https://u.jd.com/ts3eEAw	,
南极人10双装袜子女中筒袜秋冬季运动长袜学生袜子日系韩版休闲堆堆袜女袜 10色素色堆堆袜-10双装	,http://item.jd.com/10022443905593.html	,img14.360buyimg.com/n0/jfs/t1/116827/36/19231/190289/5f77d071Ecc9d201c/77edcb8366dcef81.jpg	,0	,19.90	,20.0	,3.98	,https://u.jd.com/tD34D4z	,https://u.jd.com/tI3egpy	,
农夫山庄蜂蜜味梅饼日式休闲酸的小零食散装孕妇酸梅子蜜饯果脯无核话梅肉酸干 蜂蜜味梅饼80g	,http://item.jd.com/10025509623078.html	,img14.360buyimg.com/n0/jfs/t1/153214/19/4924/271493/5fa3b91bE3e82a56d/798495592451fb42.jpg	,0	,9.80	,20.0	,1.96	,https://u.jd.com/tA3x4qV	,https://u.jd.com/t63hjlz	,
百医卫仕口罩医用外科口罩独立包装灭菌级一次性医用口罩无菌医疗成人挂耳式防细菌隔离病毒病菌防护口罩 灭菌级独立包装蓝色50只	,http://item.jd.com/10024683251567.html	,img14.360buyimg.com/n0/jfs/t1/130855/4/17776/161373/5fc4b9bfE173c8001/7ee9659e47a5b360.jpg	,0	,28.80	,20.0	,5.76	,https://u.jd.com/tc3elyP	,https://u.jd.com/tIyLuqj	,
鞋子女ins潮鞋2020新款百搭加绒雪地靴女学生保暖高帮棉鞋子 白蓝 36	,http://item.jd.com/10025583701164.html	,img14.360buyimg.com/n0/jfs/t1/145867/29/18982/228360/5fddf9c6Ef2cb350f/22ce3722d99ebee7.jpg	,0	,68.00	,20.0	,13.60	,https://u.jd.com/tG34JWS	,https://u.jd.com/tH3F9u4	,
高天深粮 甜糯黄玉米 山西特产 粗粮代餐新鲜黏玉米棒 真空包装粘玉米粗粮低脂早餐  甜糯黄玉米200g*8根	,http://item.jd.com/10025427201315.html	,img14.360buyimg.com/n0/jfs/t1/124612/32/8206/262497/5f20f3a6E00d2f86b/826bfa74166d9f55.png	,0	,28.90	,20.0	,5.78	,https://u.jd.com/to348dG	,https://u.jd.com/t73FqG2	,
（买一送二）冰菊（BingJu）牛奶嫩滑护手霜补水保湿滋养肌肤水润柔滑 护手霜80g	,http://item.jd.com/60130646444.html	,img14.360buyimg.com/n0/jfs/t1/74152/25/14005/119139/5db55fdaE99b96a87/eb8cef52250224e2.jpg	,0	,9.90	,20.0	,1.98	,https://u.jd.com/tn3et93	,https://u.jd.com/tX3k45f	,
蓝漂竹浆本色小包抽纸婴幼儿纸巾原浆竹纤维面巾纸餐巾纸 整箱批发 16包	,http://item.jd.com/10023067094906.html	,img14.360buyimg.com/n0/jfs/t1/126260/18/15161/98543/5f881b14Ea2ea8b04/2e93f32460ee871b.jpg	,0	,9.90	,20.0	,1.98	,https://u.jd.com/ty3xoIg	,https://u.jd.com/tGyCAjy	,
晒客 秋冬新款加厚印花坐垫 时尚办公室椅子垫榻榻米餐椅垫 丛林王国 40*40cm单只	,http://item.jd.com/10020680921783.html	,img14.360buyimg.com/n0/jfs/t1/138079/20/6138/154841/5f4087f7Eabeb637d/75e0212cad0f33b3.jpg	,0	,9.90	,20.0	,1.98	,https://u.jd.com/t2yLjAL	,https://u.jd.com/tB3xkD2	,
访客（FK）口罩收纳盒随身便携带盖透明神器随身装收纳盒子 大中小透明3个装	,http://item.jd.com/66765264220.html	,img14.360buyimg.com/n0/jfs/t1/126874/30/4632/154683/5ee1e938E40fb7b79/1318a59d613eaf72.jpg	,0	,8.80	,20.0	,1.76	,https://u.jd.com/tXyLSQ1	,https://u.jd.com/tX3kR7m	,
纳卓者N901电竞鼠标有线机械游戏宏鼠标笔记本吃鸡台式穿越火线cf家用lol网吧电脑大办公外设专用 401经典4键版黑色	,http://item.jd.com/10023250940476.html	,img14.360buyimg.com/n0/jfs/t1/145685/18/11306/94438/5f8cf661E3ec51976/8d04b1dfced7b27a.jpg	,0	,9.90	,20.0	,1.98	,https://u.jd.com/tt3eNwV	,https://u.jd.com/t0yLG6U	,
倾肤 水光肌面膜贴补水保湿滋养清洁提亮改善暗沉粗糙收缩毛孔白皙男女士学生护肤化妆品套 10片装	,http://item.jd.com/10024319978262.html	,img14.360buyimg.com/n0/jfs/t1/144852/4/19050/85326/5fde2f4aEd87c0989/9b78c24ec92bc692.jpg	,0	,59.00	,25.0	,14.75	,https://u.jd.com/t8yKgs8	,https://u.jd.com/ti3e8JZ	,
雪地靴女2020年新款靴子女加绒加厚保暖大码棉鞋女冬厚底马丁靴短靴 黑色 35	,http://item.jd.com/10025531033675.html	,img14.360buyimg.com/n0/jfs/t1/132988/21/20275/220277/5fdb77d8Ea7919844/074024ae70fb2353.jpg	,0	,39.90	,30.0	,11.97	,https://u.jd.com/tf35YwP	,https://u.jd.com/tFyKT0m	,
英国MINGRUI 焖烧杯焖烧壶焖烧罐316不锈钢保温桶大容量保温饭盒 800ML香槟金（关注得保温袋）	,http://item.jd.com/10025071099621.html	,img14.360buyimg.com/n0/jfs/t1/131028/6/20461/202756/5fdde582E22a8a387/cbef85b1ae23df45.jpg	,0	,49.00	,20.0	,9.80	,https://u.jd.com/tf3eiZf	,https://u.jd.com/tt3FeHT	,
洁成 厨房纸巾擦手纸一次性纸抹布懒人抹布加厚原生木浆材质不掉屑柔软耐挫 5包350抽【原生木浆材质家用半年量】	,http://item.jd.com/63567195027.html	,img14.360buyimg.com/n0/jfs/t1/136495/36/7562/235164/5f3f998cEe1cb8502/9dc914e1c149acf0.jpg	,0	,19.90	,20.0	,3.98	,https://u.jd.com/t53F9wW	,https://u.jd.com/tmyIc8j	,
药都仁和爱肤宜美白精华水提亮肤色美白淡化斑收缩毛孔祛痘印面部精华液女 美白精华水 20ml	,http://item.jd.com/58051084550.html	,img14.360buyimg.com/n0/jfs/t1/144100/8/11475/128467/5f8f8fdbE3dc991ec/b68ee21fb6f42b30.jpg	,0	,29.90	,40.0	,11.96	,https://u.jd.com/tayLJrb	,https://u.jd.com/tSyKgib	,
恭好 红枣夹核桃仁 新疆和田大枣核桃夹心枣 无核零食果干即食小包 袋装250克	,http://item.jd.com/10024167160055.html	,img14.360buyimg.com/n0/jfs/t1/127237/15/17753/133232/5fa781fbE4db23a43/f0b2866f7b5afb32.jpg	,0	,20.80	,20.0	,4.16	,https://u.jd.com/tAyCmBV	,https://u.jd.com/t7yIRki	,
w寄生 中老年人帽子男冬天保暖前进帽秋冬护耳爸爸老头鸭舌帽 单帽-黑色	,http://item.jd.com/10022318831619.html	,img14.360buyimg.com/n0/jfs/t1/153310/3/5000/149896/5fa52148E462cd54c/2397c9cce1e1a974.jpg	,0	,24.90	,20.0	,4.98	,https://u.jd.com/ti35Os4	,https://u.jd.com/tdyI0yz	,
雀梅 酱牛肉750g 牛腱子 真空牛肉 卤味熟食 健身牛肉 150g*5 代餐 开袋即食	,http://item.jd.com/10024727911271.html	,img14.360buyimg.com/n0/jfs/t1/133182/23/15284/816540/5fa8df1bE0ad6470a/e66663b365fd3723.png	,0	,99.00	,20.0	,19.80	,https://u.jd.com/ta357Ks	,https://u.jd.com/teyIveR	,
修正维生素E软胶囊男女成人内服外用ve搭美白淡斑胶原蛋白粉葡萄籽美容养颜维生素C片 60粒/瓶	,http://item.jd.com/66059166677.html	,img14.360buyimg.com/n0/jfs/t1/151919/14/9996/163667/5fd81c7bE7f69765c/66a970118567cd99.jpg	,0	,14.90	,20.0	,2.98	,https://u.jd.com/tFyLEC3	,https://u.jd.com/t534Ude	,
喜多多椰果王大果粒 200g*15罐 速食水果罐头 送礼饮料 休闲零食 整箱装礼盒装	,http://item.jd.com/10024522801866.html	,img14.360buyimg.com/n0/jfs/t1/137970/39/15587/141474/5fbdf639E1324f9e3/58893760ccb04edb.jpg	,0	,38.80	,20.0	,7.76	,https://u.jd.com/tqytzdh	,https://u.jd.com/t2yLaNe	,
【低至0.23/片】成长冠军医用口罩一次性透气阻隔飞沫3层含熔喷布成人男女通用防护口罩白色 成人医用口罩 50片	,http://item.jd.com/71827014886.html	,img14.360buyimg.com/n0/jfs/t1/129711/23/17688/106500/5fc3102bE29a1ff17/732d0fc9512d615e.jpg	,0	,5.90	,15.0	,0.89	,https://u.jd.com/tD34VSb	,https://u.jd.com/tv3eje4	,
碧雅漫小苏打牙膏100g天然薄荷牙膏食品级配方（洁白牙齿 清新口气 去黄牙垢 去渍防蛀牙）男女通用 小苏打薄荷牙膏	,http://item.jd.com/71649610277.html	,img14.360buyimg.com/n0/jfs/t1/124373/37/7116/169352/5f0ac7d9Ed3037a64/eb080282a00837cc.jpg	,0	,9.90	,30.0	,2.97	,https://u.jd.com/t33FNSh	,https://u.jd.com/tH35gml	,
可心柔V9婴儿纸巾柔抽纸保湿餐巾纸柔润3层40抽5包	,http://item.jd.com/10414125259.html	,img14.360buyimg.com/n0/jfs/t28855/265/1368884127/89189/9f146b4e/5cde1821N1c7a30bf.jpg	,0	,9.90	,20.2	,2.00	,https://u.jd.com/tPyLL3x	,	,
不锈钢耳勺6件套 掏耳神器挖耳勺采耳工具套装 耳朵清洁器 舒适 掏耳神器	,http://item.jd.com/10021326955006.html	,img14.360buyimg.com/n0/jfs/t1/149953/38/7909/71831/5f56f05fE73182d8e/740d27b1442e4e55.jpg	,0	,9.90	,20.0	,1.98	,https://u.jd.com/tRyLV2g	,https://u.jd.com/tOyIMUp	,
植护厨房用纸吸水吸油纸巾擦油纸油炸卫生纸专用抽纸抽取式厨房纸 3包/组	,http://item.jd.com/71432841140.html	,img14.360buyimg.com/n0/jfs/t1/116778/5/11767/212727/5f041105E03ea2bf2/71089e086725f71c.jpg	,0	,7.90	,20.0	,1.58	,https://u.jd.com/tL3xXL2	,https://u.jd.com/tayMajx	,
拉米娜  升级版芝士味流心蛋黄酥奶黄酥 雪媚娘糕点心饼干网红美零食品小吃休闲礼包 【升级版】芝士味流心蛋黄酥12枚（600g）	,http://item.jd.com/66026564763.html	,img14.360buyimg.com/n0/jfs/t1/114832/5/9596/152200/5edf3c5cEa52adc9a/2f21961ae1846ca3.jpg	,0	,19.90	,20.0	,3.98	,https://u.jd.com/tk34jq2	,https://u.jd.com/t63eLwO	,
Jepoo防静电喷雾衣服除静电 持久防毛躁头发去静电 便携式衣物去皱柔顺剂 3瓶装	,http://item.jd.com/10024753222448.html	,img14.360buyimg.com/n0/jfs/t1/130044/31/17257/104629/5fbdfda6E71dab53e/ac322df3f4174db1.jpg	,0	,9.90	,25.1	,2.49	,https://u.jd.com/tA3FSdP	,https://u.jd.com/tD34zhM	,
延阳维生素B族片 成人男士女士补充多种复合维生素B1 B6叶酸 60粒/瓶	,http://item.jd.com/14391023077.html	,img14.360buyimg.com/n0/jfs/t1/52436/9/13088/149586/5d9e9326E3d906dda/d2328fc036a22645.jpg	,0	,16.90	,25.0	,4.23	,https://u.jd.com/tTyLOXJ	,https://u.jd.com/tN35DZS	,
【2提装】认养一头牛 全脂纯牛奶 250ml*12盒*2箱儿童学生成人营养早餐纯奶整箱 两提装	,http://item.jd.com/13547555203.html	,img14.360buyimg.com/n0/jfs/t1/137092/12/20596/162386/5fdf7345Ebdf27f3c/e8b8f737f7d82a3f.jpg	,0	,86.00	,15.0	,12.90	,https://u.jd.com/tBytESd	,https://u.jd.com/tI3eAoS	,
卓牧（JOMILK）成人全脂高钙羊奶粉 全脂高钙（400g）	,http://item.jd.com/10025100816924.html	,img14.360buyimg.com/n0/jfs/t1/142315/8/19502/125937/5fe145e5Ed5eb8761/e9c95834d3013c23.jpg	,0	,36.00	,20.0	,7.20	,https://u.jd.com/t53mTZk	,https://u.jd.com/tA35vov	,
DRVE 凡士林润亮保湿身体乳保湿滋润补水止痒果酸香体去鸡皮肤烟酰胺润肤露  凡士林身体乳250g/瓶	,http://item.jd.com/10022673841103.html	,img14.360buyimg.com/n0/jfs/t1/142157/33/11645/139988/5f8fa8edE3d505105/2ac3989806083985.jpg	,0	,19.90	,30.0	,5.97	,https://u.jd.com/tr3hv2r	,https://u.jd.com/tgyLr1e	,
妙趣友 自热锅自热米饭 煲仔饭 拌饭 台式卤肉 咖喱鸡肉 红烧牛肉 广式香肠 菌菇牛肉 鱼香肉丝 红烧牛肉+咖喱鸡肉+台式卤肉	,http://item.jd.com/70917009745.html	,img14.360buyimg.com/n0/jfs/t1/129838/21/9162/132395/5f558dc0Efdfe6403/e5b024c530a090ec.jpg	,0	,28.80	,20.0	,5.76	,https://u.jd.com/t8yIfHR	,https://u.jd.com/tC3oXHc	,
【买2送1】南京同仁堂多肽凝时紧致抗皱面霜50g  补水保湿 面部抗皱紧致毛孔淡化抬头纹法令纹 1盒装	,http://item.jd.com/10020331068960.html	,img14.360buyimg.com/n0/jfs/t1/142028/29/12792/150160/5f9fd02aE7213aefe/5918791ec379b417.jpg	,0	,29.00	,40.0	,11.60	,https://u.jd.com/tTyCVgK	,https://u.jd.com/to35nkv	,
品冠膳食 新竹米粉米线台湾风味拌粉炒粉粉干方便细粉丝炒米粉细米粉 新竹米粉800g/箱	,http://item.jd.com/69430103412.html	,img14.360buyimg.com/n0/jfs/t1/136843/32/2737/247340/5eeec7f7Eaf7df7d7/869c6b2d23d024bd.jpg	,0	,10.90	,20.0	,2.18	,https://u.jd.com/tg3oaq9	,https://u.jd.com/tC3eAB4	,
张太和 桃胶雪燕皂角米 家庭组合装独立小包150g 即拆即泡即煮 约10次量 独立小袋包装10包（约150g）	,http://item.jd.com/62026035896.html	,img14.360buyimg.com/n0/jfs/t1/138551/9/1233/257848/5ef04e01E142ce104/43ad26a95304911e.jpg	,0	,19.90	,30.0	,5.97	,https://u.jd.com/tc3FYCZ	,https://u.jd.com/tsyLAgP	,
平安夜圣诞节礼物送儿童送爸爸妈妈女生情人节送女友老婆母亲生日礼物女生送女朋友送女孩子情侣送父母长辈 暖手宝+化妆镜+usb―粉兔	,http://item.jd.com/15032121924.html	,img14.360buyimg.com/n0/jfs/t1/133304/22/20097/60200/5fd73159E6f1b2507/0d9ae8dd50e133a1.jpg	,0	,38.00	,30.0	,11.40	,https://u.jd.com/tHyLWAg	,https://u.jd.com/tT35oka	,
林家铺子 混合黄花鱼罐头(口味随机) 105g*4罐	,http://item.jd.com/68119704680.html	,img14.360buyimg.com/n0/jfs/t1/109500/2/9071/1005120/5e71ae7dEa255a208/4597b75151056635.png	,0	,14.90	,20.1	,3.00	,https://u.jd.com/tN345yU	,https://u.jd.com/tk344zV	,
永丰牌白酒 永丰牌北京二锅头 42度500ml 清香型 六瓶装（整箱）	,http://item.jd.com/10429216234.html	,img14.360buyimg.com/n0/jfs/t1/105478/13/4408/173175/5de6a0eeEa1f2c904/d38bf9c6318d5f6c.jpg	,0	,299.00	,29.0	,86.71	,https://u.jd.com/tuyKJxP	,https://u.jd.com/t6yCXnI	,
鲜 密实袋食品级密封袋加厚自封袋大中小冷冻冷藏保鲜袋盒装旅行收纳袋冰箱收纳袋散装分装袋坚果袋袋子 三合一组合共65只	,http://item.jd.com/12536355890.html	,img14.360buyimg.com/n0/jfs/t1/155591/16/435/182198/5fd78cceE8bf0a87b/6ba4198f8bac0d78.jpg	,0	,19.90	,20.0	,3.98	,https://u.jd.com/tK35v9d	,	,
李宁（LI-NING） 中国李宁运动护膝男女加绒加厚保暖护膝盖高弹透气跑步登山摩托车防寒老寒腿护膝盖 291黑色加绒保暖护膝（双只装） L（体重115-140斤适用）	,http://item.jd.com/11756637999.html	,img14.360buyimg.com/n0/jfs/t1/146685/6/17353/225644/5fce0addE26c0c8a5/5fdfc6964bd9bca8.jpg	,0	,39.00	,20.0	,7.80	,https://u.jd.com/t534UwJ	,https://u.jd.com/t03kHen	,
【现货速发】洁棉宝今御龙牌一次性三层口罩含熔喷布防护雾霾防飞沫 开学上班专用透气款口罩资质齐全 蓝色 一次性口罩2盒100片	,http://item.jd.com/70782195263.html	,img14.360buyimg.com/n0/jfs/t1/129396/23/13863/471110/5f77d37bE04352dc0/2dcdd5139dca1a6b.jpg	,0	,19.80	,20.0	,3.96	,https://u.jd.com/t83eCEg	,https://u.jd.com/t83eEiY	,
嘉安 手抓饼2kg 烘焙食材早餐饼 培根火腿香肠伴侣 出口级品质工厂直供 原味 加大加厚款 100g*20片	,http://item.jd.com/10021123127548.html	,img14.360buyimg.com/n0/jfs/t1/128270/1/11086/111677/5f4e1a4fE4c107e12/75aa80d524ee7f41.jpg	,0	,19.90	,20.0	,3.98	,https://u.jd.com/tf3FhqC	,https://u.jd.com/tl3xsUE	,
德国汉佳欧斯（HanJiaOurs）绞肉机 家用搅拌机绞馅机搅肉机碎肉机绞菜机小型料理机电动辅食机 XD271 2L绞肉机【玻璃碗】	,http://item.jd.com/10801784861.html	,img14.360buyimg.com/n0/jfs/t1/144057/25/18329/180374/5fd70465E519bfbdc/af58d0954297abde.jpg	,0	,79.00	,20.0	,15.80	,https://u.jd.com/tc34Gkd	,https://u.jd.com/ts35KWO	,
时光瓶 阿胶糕即食纯手工阿胶固元膏礼盒装红枣枸杞型东阿ejiao块女性滋补品零食 阿胶600克+60克	,http://item.jd.com/69013986849.html	,img14.360buyimg.com/n0/jfs/t1/154012/33/10701/149258/5fdffe77E4d99475a/d995ef06bde19f7e.jpg	,0	,35.00	,25.1	,8.79	,https://u.jd.com/tuyIHCW	,https://u.jd.com/t835akT	,
德医生   单片装灭菌级医用外科口罩一次性舒适挂耳式透气防粉尘防飞沫成人口罩熔喷布三层防护 医用外科灭菌级60片（10片*6袋*1盒）	,http://item.jd.com/10021689615300.html	,img14.360buyimg.com/n0/jfs/t1/134980/20/19889/161462/5fd6d932E12e02c98/6b58a0018801e32d.jpg	,0	,7.90	,20.0	,1.58	,https://u.jd.com/tW34Dxd	,https://u.jd.com/twyKmga	,
RIO 三丽鸥家族联名款无糖薄荷糖果礼盒口香清凉圣诞节毕业礼物情人生日礼物 圣诞推荐【红色礼盒8盒三丽鸥家族联名款】	,http://item.jd.com/10025492199348.html	,img14.360buyimg.com/n0/jfs/t1/141471/12/18600/147097/5fd9cff8Eee5ab304/0c3962ff59686f42.jpg	,0	,99.00	,20.0	,19.80	,https://u.jd.com/tj3kB0L	,https://u.jd.com/t23e2n5	,
12包抽纸餐巾纸整箱面巾纸竹浆本色卫生纸家庭装面巾纸厕纸宝宝用纸巾 12包	,http://item.jd.com/64691650464.html	,img14.360buyimg.com/n0/jfs/t1/124612/21/11014/66014/5f4773e4Eee9769ce/826bfa74166d9f55.jpg	,0	,9.90	,30.0	,2.97	,https://u.jd.com/t334VLQ	,https://u.jd.com/tl3epqw	,
鲁晓柒香辣脆藕酱下饭酱辣椒酱新鲜藕酱拌饭拌面酱佐餐下饭菜 脆藕酱180g*2	,http://item.jd.com/10025333254111.html	,img14.360buyimg.com/n0/jfs/t1/145680/4/18013/201157/5fd48ab8Eec5dd71d/114be99f1009885a.jpg	,0	,9.90	,20.0	,1.98	,https://u.jd.com/t13FYy4	,https://u.jd.com/tF3x8za	,
VENZEN梵贞金丝燕窝睡眠面膜 深层修护高保湿补水滋润夜间修复肌肤屏障面膜 4ml×20个	,http://item.jd.com/71395187382.html	,img14.360buyimg.com/n0/jfs/t1/151431/1/3218/146024/5f896ddfE6ec3d60f/d5f00a1e2fcda1f5.jpg	,0	,39.00	,55.0	,21.45	,https://u.jd.com/t335Lan	,https://u.jd.com/tu3kUkc	,
谜草集红樱桃变色唇膏口红 保湿滋润礼物 1支	,http://item.jd.com/71919243266.html	,img14.360buyimg.com/n0/jfs/t1/154124/11/8116/138219/5fc838e6Ee707b51a/2bebc0f911ef6c03.jpg	,0	,29.00	,60.0	,17.40	,https://u.jd.com/tH3kYAa	,https://u.jd.com/tW3kJVg	,
最武夷 顺昌高山芦柑崭涕僮咏圩用劢垡患洞蠊盒装5斤10斤福建特产 优选小果5斤（60mm-65mm）	,http://item.jd.com/10024434761505.html	,img14.360buyimg.com/n0/jfs/t1/152722/35/6002/140081/5fb0f86bE9ff256eb/fd6be7c8df1cebe0.jpg	,0	,4.90	,15.0	,0.74	,https://u.jd.com/th3xMQq	,https://u.jd.com/tW3xUCp	,
百草味 坚果大礼包1832g/11袋 混合装网红干果小吃零食整箱年货礼盒腰果碧根果巴旦木等	,http://item.jd.com/1013693085.html	,img14.360buyimg.com/n0/jfs/t1/155298/20/11085/389394/5fe167d1E9a980d06/bc890e96a528e358.jpg	,0	,113.00	,15.0	,16.95	,https://u.jd.com/tp3meof	,https://u.jd.com/tpyCUZF	,
